stik KF
A18	B6-36-15
14N	H9-BB
15N	H9-Z
end

kort	C1-4	0210	Gs
1				x
2	A6-6-9N				# Gs TI 0-9
3	A6-16-9N			# Gs TI 10-19
4	A6-7-7N				# Gs O1
5	A6-6-7N				# Gs O0,2-9
6	A6-16-7N			# Gs O10-14,19
7	A6-21-7N			# Gs O15-18
8	STEL			x
9				x
12				x
13				x
14				x
2N				x
3N				x
4N	H11-X
5N	H11-V
6N	H11-W
7N	H11-U
8N	H11-S
9N	H11-P
10N	H11-T
11N	H11-R
12N	H9-W
13N	H9-U
14N	H9-T
15N	H9-R
end

kort	C1-5	0210	Gs
1	C1-6-13			x
2	C1-6-11				# Gs TK
3	C1-6-10				# Gs IN
5	C2-8-10	C2-4-14			# Gs BL 2-9
6	C2-9-11				# Gs BS 2-9
7	C2-8-12				# Gs BY 0-9
8				x
9	C1-21-8N		x
12	C1-21-14		x
13	C1-17-9N		x
14	C1-6-3N			x
2N				x
3N	-4.5V			x
4N	H13-T
5N	H13-R
6N	H13-D
7N	H13-B
8N	H13-H
9N	H13-E
12N	H13-C
13N	H13-A
14N	H6-T
15N	H6-R
end

kort	C1-6	0216-1	In og TK
5				x
8	A6-6-5N		C2-6-8		# L-0
10	C1-5-3			x
11	C1-5-2			x
13	C1-5-1			x
14	A6-6-3N	C2-6-14			# -1.5*0
15				x
1N	C1-20-2N C1-16-4N
2N	C1-20-1N C1-16-3N
3N	C1-5-14			x
4N	A6-2-3			x
6N	KB5-CC
9N	A6-2-2			x
11N				x
end

kort	C1-7	0216-1 In og TK
5				x
8	A6-7-5N C2-6-1N			# L-1
10				x
11				x
13				x
14	A6-7-3N C2-6-2N			# -1.5*1
15				x
1N	C1-20-9	C1-16-2N
2N	C1-20-10 C1-16-1N
3N				x
4N				x
6N	KB5-DD
9N				x
11N				x
12N	C3-16-13N
13N	C3-17-13N
end

kort	C1-8	0216-1 In og TK
5				x
8	A6-8-5N C2-8-8			# L-2
10				x
11				x
13				x
14	A6-8-3N C2-8-14			# -1.5*2
15	STEL			x
1N	C1-18-13N C1-16-2
2N	C1-18-12N C1-16-1
3N				x
4N				x
6N	KB5-EE
9N				x
11N				x
12N	C3-17-12N
13N	C3-16-12N
end

kort	C1-9	0216-1 In og TK
5				x
8	A6-9-5N C2-9-8			# L-3
10				x
11				x
13				x
14	A6-9-3N C2-9-14			# -1.5*3
15				x
1N	C1-18-15N C1-16-6N
2N	C1-18-14N C1-16-5N
3N				x
4N				x
6N	KB5-FF
9N				x
11N				x
12N	C3-17-11N
13N	C3-16-11N
end

kort	C1-10	0216-1 In og TK
5				x
8	A6-10-5N C2-10-8		# L-4
10				x
11				x
13				x
14	A6-10-3N C2-10-14		# -1.5*4
15				x
1N	C1-18-2N C1-17-4N
2N	C1-18-1N C1-17-3N
3N				x
4N				x
6N	KB5-HH
9N				x
11N				x
12N	C3-16-15N
13N	C3-16-14N
end

kort	C1-11	0216-1 In og TK
5				x
8	A6-11-5N C2-11-8		# L-5
10				x
11				x
13				x
14	A6-11-3N C2-11-14		# -1.5*5
15				x
1N	C1-18-9 C1-17-2N
2N	C1-18-10 C1-17-1N
3N				x
4N				x
6N	KB5-JJ
9N				x
11N				x
12N	C3-16-9N
13N	C3-16-10N
end

kort	C1-12	0216-1 In og TK
5				x
8	A6-12-5N C2-12-8		# L-6
10				x
11				x
13				x
14	A6-12-3N C2-12-14		# -1.5*6
15				x
1N	C1-19-13N C1-17-6
2N	C1-19-12N C1-17-5
3N				x
4N				x
6N	KB5-KK
9N				x
11N				x
12N	C3-21-4N
13N	C3-23-4N
end

kort	C1-13	0216-1 In og TK
5				x
8	A6-13-5N C2-13-8		# L-7
10				x
11				x
13				x
14	A6-13-3N C2-13-14		# -1.5*7
15				x
1N	C1-19-15N C1-17-4
2N	C1-19-14N C1-17-3
3N				x
4N				x
6N	KB5-LL
9N				x
11N				x
12N	C3-21-6N
13N	C3-22-6N
end

kort	C1-14	0216-1 In og TK
5				x
8	A6-14-5N C2-14-8		# L-8
10				x
11				x
13				x
14	A6-14-3N C2-14-14		# -1.5*8
15				x
1N	C1-19-2N C1-17-2
2N	C1-19-1N C1-17-1
3N				x
4N				x
6N	KB5-MM
9N				x
11N				x
12N	C3-21-8N
13N	C3-21-9N
end

kort	C1-15	0216-1 In og TK
5	-31.5V			x
8	A6-15-5N C2-15-8		# L-9
10				x
11				x
13	C1-21-11		x
14	A6-15-3N C2-15-14		# -1.5*9
15				x
1N	C1-19-9 C1-17-6N
2N	C1-19-10 C1-17-5N
3N	C1-16-7			x
4N				x
6N	KB5-NN
9N				x
11N	C6-21-7			x
12N	C3-21-10N
13N	C3-21-11N
end

kort	C1-16	0200-6	Inverter til Indikator
1	C1-8-2N
2	C1-8-1N
7	C1-15-3N	C1-17-7
9	C1-16-9N	C1-17-9
14	C1-25-8				# ~Ta
15	C1-25-4				# Ta
1N	C1-7-2N
2N	C1-7-1N
3N	C1-6-2N
4N	C1-6-1N
5N	C1-9-2N
6N	C1-9-1N
7N	C1-17-7		C1-17-7N
9N	C1-16-9		C1-17-9N
10N	C1-25-5N			# ~Tb
11N	C1-25-9N			# Tb
12N	C1-25-7				# ~Oa
13N	C1-25-3				# Oa
14N	C1-25-6N			# ~Ob
15N	C1-25-10N			# Ob
end

kort	C1-17	0200-6	Inverter til Indikator
1	C1-14-2N
2	C1-14-1N
3	C1-13-2N
4	C1-13-1N
5	C1-12-2N
6	C1-12-1N
7	C1-16-7N	C1-16-7
9	-1.5V		C1-16-9
10	C1-24-8				# ~Qa
11	C1-24-4				# Qa
12	C1-24-5N			# ~Qb
13	C1-24-9N			# Qb
14	C1-23-7				# ~Ra
15	C1-23-3				# Ra
1N	C1-11-2N
2N	C1-11-1N
3N	C1-10-2N
4N	C1-10-1N
5N	C1-15-2N
6N	C1-15-1N
7N	C1-18-3N	C1-16-7N
9N	C1-5-13		C1-16-9N
10N	C1-23-6N			# ~Rb
11N	C1-23-10N			# Rb
12N	C1-24-7				# ~Pa
13N	C1-24-3				# Pa
14N	C1-24-6N			# ~Pb
15N	C1-24-10N			# Pb
end

kort	C1-18	0231	Styring af Indikator
1					x
2	C1-19-11N	C1-19-2
3	C1-19-10N	C1-19-3
4	C1-19-9N	C1-19-4
5	C1-19-8N	C1-19-5
6	C2-24-4
7	C1-18-6N			x
8	C1-18-5N			x
9	C1-11-1N
10	C1-11-2N
15					x
1N	C1-10-2N
2N	C1-10-1N
3N	C1-17-7N			x
4N					x
5N	C1-18-8				x
6N	C1-18-7				x
7N	C2-24-3
8N	A4-2-6		C1-18-10N
9N	A4-2-7		C1-18-11N
10N	C1-18-8N
11N	C1-18-9N
12N	C1-8-2N
13N	C1-8-1N
14N	C1-9-2N
15N	C1-9-1N
end

kort	C1-19	0231	Styring af Indikator
1	STEL				x
2	B4-50-4		C1-18-2
3	B4-50-5		C1-18-3
4	B4-50-6		C1-18-4
5	B4-50-7		C1-18-5
6	C2-24-6
7					x
8					x
9	C1-15-1N
10	C1-15-2N
15	STEL				x
1N	C1-14-2N
2N	C1-14-1N
3N					x
4N					x
5N					x
6N					x
7N	C2-24-5
8N	C1-18-5		C1-23-4
9N	C1-18-4		C1-23-8
10N	C1-18-3		C1-23-9N
11N	C1-18-2		C1-23-5N
12N	C1-12-2N
13N	C1-12-1N
14N	C1-13-2N
15N	C1-13-1N
end

kort	C1-20	0231	Styring af Indikator
1					x
2	A4-2-9		C1-20-4
3	A4-2-8		C1-20-5
4	C1-20-2
5	C1-20-3
6	C2-25-6
7	B2-28-5				x
8	B4-50-9				x
9	C1-20-15N	C1-7-1N
10	C1-20-14N	C1-7-2N
15					x
1N	C1-20-12N	C1-6-2N
2N	C1-20-13N	C1-6-1N
3N	C1-21-13			x
4N	B4-50-8				x
5N					x
6N					x
7N	C2-25-5
8N	A4-2-3		C1-20-10N
9N	A4-2-4		C1-20-11N
10N	C1-21-3		C1-20-8N
11N	C1-21-7		C1-20-9N
12N	C1-20-1N
13N	C1-20-2N
14N	C1-20-10
15N	C1-20-9
end

kort	C1-21	0233	Indikator Operationer
1	B5-48-5		C1-21-12N
2	B5-47-5		C1-21-11N
3	C2-21-2N	C1-20-10N
4	A4-1-9
5	C2-22-7				x
6	C2-22-9				x
7	C1-20-11N
8	A4-1-14N
9	C1-22-12N
10	C1-25-1
11	C1-15-13			x
12	C1-21-13N
13	C1-20-3N			x
14	C1-5-12				x
15	C1-21-15N
2N	C2-22-8				x
3N	C1-25-12N
6N	A4-3-15N
7N	C2-22-6				x
8N	C1-5-9				x
10N	A4-3-2
11N	C1-21-2
12N	C1-21-1
13N	C1-21-12
14N	C1-25-14N	C2-20-5
15N	C1-21-15
end

kort	C1-22	0233	
1	C2-25-11
2					x
3	C2-21-11
4	C1-25-3
5					x
6					x
7	C2-21-10
8	C1-25-7
11					x
12	B2-49-6N			x
13					x
14					x
15	B2-50-6N			x
2N					x
5N	C1-25-6N
6N	C2-21-12
7N					x
8N					x
9N	C1-25-10N
10N	C2-21-13
11N					x
12N	C1-21-9		C2-25-12
end

kort	C1-23	0233	Indikator operationer
1	C2-24-13
2					x
3	C1-17-15
4	C1-19-8N
5					x
6					x
7	C1-17-14
8	C1-19-9N
11					x
12					x
13					x
14					x
15					x
2N					x
5N	C1-19-11N
6N	C1-17-10N
7N					x
8N					x
9N	C1-19-10N
11N					x
10N	C1-17-11N
12N	C2-25-10
end

kort	C1-24	0233	Indikator operationer
1	C2-24-11
2					x
3	C1-17-13N
4	C1-17-11
5					x
6					x
7	C1-17-12N
8	C1-17-10
11					x
12					x
13					x
14					x
15					x
2N					x
5N	C1-17-12
6N	C1-17-14N
7N					x
8N					x
9N	C1-17-13
10N	C1-17-15N
11N					x
12N	C2-24-12
end

kort	C1-25	0233	Indikator operationer
1	C2-25-13	C1-21-10
2	B5-47-6				x
3	C1-22-4		C1-16-13N
4	C1-16-15
5					x
6					x
7	C1-22-8		C1-16-12N
8	C1-16-14
11	+10.5V				x
12	C1-25-13N			x
13	-13.5V				x
14	-3.0V				x
15	C1-25-15N			x
2N					x
5N	C1-16-10N
6N	C1-22-5N	C1-16-14N
7N					x
8N	+1.5V				x
9N	C1-16-11N
10N	C1-22-9N	C1-16-15N
11N	B5-48-6				x
12N	C2-24-10	C1-21-3N
13N	C1-25-12
14N	C1-21-14N
15N	C1-25-15
end
tværtråd	C2
5	15-6
10	15-8
11	15-9
12	15-8
13	16-6
15	15-7
1N	25-23
3N	25-23	15-6
4N	25-23	15-8
5N	15-9
6N	15-8
10N	15-8
end

kort	C2-1	0200-1	Til og fra HK, Invertere for BY8-9, Gatekreds for HK
3	C2-4-15		C5-3-9
4	C2-7-11
6	HK2-L
7	C2-6-5
8	C2-2-1N
9	STEL
10	C2-7-13N
11	HK2-F
12	KF-D18
14	C2-3-14
15	B6-27-13
7N	C2-2-1
end

kort	C2-2	0222-7 Afkodning af indlæsning
1	C2-3-3		C2-1-7N
3	C2-2-6
4	C2-4-4N
5	C2-7-5N
6	C2-2-3		C2-7-4N
10			C2-17-1N
11			C2-7-12
12	C2-7-11
13	C2-4-5N		C2-7-10
1N	C2-3-2		C2-1-8
2N	STEL
3N	-4.5V
4N	C2-7-4
8N	C2-14-14N	C2-3-12		# BY8
9N	C2-14-15N	C2-4-2		# ~BY8
10N	C2-15-14N
11N	C2-15-15N
end

kort	C2-3	0202-20	Z forstærker til strimmellæser
2	C2-4-8N		C2-2-1N			# + 10.5
3	C2-4-7N		C2-2-1			# - 13.5
6	C2-22-14
7	STEL					# STEL
9	BF2-E10
10	C2-4-5
12	C2-2-8N
13	C2-4-15N
14	C2-7-14		C2-1-14			# - 3 volt
15	C2-4-3
3N	C2-5-7
4N	C2-5-5
6N	B1-27-14N
7N	KB8-S
9N	C2-3-15N
10N	C3-1-11N				# -1.5 * linie 0
11N	C3-2-11N	C2-19-14		# -1.5 * linie 2
13N	C3-1-9N
14N	C3-2-9N		C2-19-8
15N	C2-3-9N		C2-4-14
end

kort	C2-4	0200-268 Z forst. til perforator og skrivemaskine
2	C2-2-9N					# BY8
3	C2-3-15		C2-17-15N		# Parf.
4	C2-8-12N
5	C2-5-6		C2-3-10
7	C2-6-3N		C2-4-7N
8	KB6-Z		KB12-MM
9	C2-21-9
13	A1-24-14
14	C2-3-15N	C1-5-5			# Gs BL
15	C4-2-3		C2-1-3
3N	A6-1-7		C2-19-3			# Gm 1->Zs
4N	C2-2-4
5N	C2-2-13
7N	C2-4-7		C2-3-3
8N	C2-6-13		C2-3-2
9N	STEL
11N	KF-F16
12N	C2-5-2
14N	KB9-A
15N	C2-3-13		C2-5-9			# -7.5
end

kort	C2-5	0200-10	Forstærker for BS
1	C2-15-12N
2	C2-4-12N
5	C2-3-4N
6	C2-4-5		C2-7-1N
7	C2-5-7N		C2-3-3N
9	C2-5-9N		C2-4-15N
10	B1-27-11N
11	C2-17-1
14	KB9-W
15	KB9-H
1N	C2-9-12N
2N	C2-10-12N
3N	C2-11-12N
4N	C2-12-12N
5N	C2-13-12N
6N	C2-14-12N
7N	+4.5V		C2-5-7
9N	-7.5V		C2-5-9
10N	KB9-E
11N	KB9-J
12N	KB9-M
13N	KB9-K
14N	KB9-N
15N	KB9-P
end

kort	C2-6	0216-8	BY0 og BY1, YE registre
5	C2-1-7				x	# -31.5
8	C1-6-8		C3-6-8N			# L-0
11	C2-6-12
12	C2-6-11		C2-9-12
13	C2-4-8N				x
14	C1-6-14		C3-6-2N			# -1.5*0
15	STEL
1N	C1-7-8		C3-7-8N
2N	C1-7-14		C3-7-2N			# -1.5*1
3N	C2-4-7				x
5N	C2-6-6N
6N	C2-6-5N		C2-9-6N
10N	KB9-HH		C2-7-2
11N	KB12-EE
15N	C6-7-9N
end

kort	C2-7	0216A-1 Zlæser, Zhk, Sigma jLY
2	C2-8-1		C2-6-10N
4	C2-20-11	C2-2-4N
5					x
10	C2-2-13
11	C2-2-12		C2-1-4
12	C2-2-11
13					x
14	C2-3-14
15					x
1N	C2-5-6
2N	C2-16-1N
3N					x
4N	C2-2-6
5N	C2-2-5
6N	C2-8-5N		A6-2-5
7N	B1-26-13
10N			A6-1-3
11N	KB9-B
13N	C2-1-10
14N	KF-F15
end

kort	C2-8	0216-4	BL-jSY-BY
1	C6-1-11		C2-7-2
5					x
8	C1-8-8		C3-8-8N			# L-2
10	C1-5-5				x
11	KB9-D
12	C1-5-7				x
13					x
14	C1-8-14		C3-8-2N			# -1.5*2
15	STEL				x
2N	C2-17-10N
3N					x
4N	A6-1-2				x
5N	C2-7-6N		B6-26-14N
6N	A6-1-6				x
10N					x
12N	C2-4-4		KF-E15
14N	C2-19-14N
15N	C2-19-15N
end

kort	C2-9	0216-7	BL-BS-BY
5					x
8	C1-9-8		C3-9-8N			# L-3
11	C1-5-6				x
12	C2-6-12				x
14	C1-9-14		C3-9-2N			# -1.5*3
15					x
2N	C2-17-13N
3N					x
4N					x
5N	A6-1-4				x
6N	C2-6-6N				x
10N					x
12N	C2-5-1N
15N			KB12-DD
end

kort	C2-10	0216-7	BL-BS-BY
5					x
8	C1-10-8		C3-10-8N		# L-4
11					x
12					x
14	C1-10-14	C3-10-2N		# -1.5*4
15					x
2N	C2-17-12N
3N					x
4N					x
5N					x
6N					x
10N					x
12N	C2-5-2N
15N	KB12-JJ
end

kort	C2-11	0216-7	BL-BS-BY
5					x
8	C1-11-8		C3-11-8N		# L-5
11					x
12					x
14	C1-11-14	C3-11-2N		# -1.5*5
15					x
2N	C2-17-11N
3N					x
4N					x
5N					x
6N					x
10N					x
12N	C2-5-3N
15N	KB12-LL
end

kort	C2-12	0216-7	BL-BS-BY
5					x
8	C1-12-8		C3-12-8N		# L-6
11					x
12					x
14	C1-12-14	C3-12-2N		# -1.5*6
15					x
2N	C2-17-13
3N					x
4N					x
5N					x
6N					x
10N					x
12N	C2-5-4N
15N	KB12-NN
end

kort	C2-13	0216-7	BL-BS-BY
5					x
8	C1-13-8		C3-13-8N		# L-7
11					x
12					x
14	C1-13-14	C3-13-2N		# -1.5*7
15					x
2N	C2-17-12
3N					x
4N					x
5N					x
6N					x
10N					x
12N	C2-5-5N
end

kort	C2-14	0216-7	BL-BS-BY
5					x
8	C1-14-8		C3-14-8N		# L-8
11					x
12					x
14	C1-14-14	C3-14-2N		# -1.5*8
15	STEL				x
2N	C2-17-11
3N					x
4N					x
5N					x
6N					x
10N					x
12N	C2-5-6N
14N	C2-2-8N
15N	C2-2-9N
end

kort	C2-15	0216-7	BL-BS-BY
5	C2-18-14N			x
8	C1-15-8		C3-15-8N		# L-9
11					x
12					x
14	C1-15-14	C3-15-2N		# -1.5*9
15					x
2N	C2-17-10
3N			C2-16-1		x
4N					x
5N					x
6N					x
10N	C2-17-15			x
12N	C2-5-1
14N	C2-2-10N
15N	C2-2-11N
end

kort	C2-16	0272-1	Klarsignal fra strimmellæser
1	C2-15-3N	C2-17-8N
3	STEL
4	C2-17-14
13	C2-17-2N			x
1N	C2-7-2N
end

kort	C2-17	0200-2 Ostill og 1 stillingsforst. til strimmellæser
1	C2-5-11
2	KB8-M
3	KB8-X
4	KB8-BB
5	KB8-FF
6	KB8-LL
8	STEL		C2-17-9
9	C2-17-8
10	C2-18-10	C2-15-2N
11	C2-18-11	C2-14-2N
12	C2-18-12	C2-13-2N
13	C2-18-13	C2-12-2N
14	C2-16-4
15	C2-15-10N
1N	C2-17-14N	C2-2-10
2N	C2-18-13N	C2-16-13
3N	KB8-D
4N	KB8-J
5N	KB8-N
6N	KB8-T
8N	C2-18-15N	C2-16-1
9N	STEL
10N	C2-18-8		C2-8-2N
11N	C2-18-14	C2-11-2N
12N	C2-18-15	C2-10-2N
13N	C2-18-1N	C2-9-2N
14N	C2-17-1N
15N	C2-18-9N	C2-4-3
end

kort	C2-18	0251	Paritetscheck fo indlæsning
5	STEL
8	C2-17-10N
10	C2-17-10
11	C2-17-11
12	C2-17-12
13	C2-17-13
14	C2-17-11N
15	C2-17-12N
1N	C2-17-13N
9N	C2-17-15N
13N	C2-21-8N	C2-17-2N
14N	C2-22-1		C2-15-5
15N	C2-21-7		C2-17-8N
end

# XXX: we have no C2-19
#kort	C2-19	0216-00	BS YE Register og forstærker for bs samt fl-fl med gates
#3	C2-4-3N					# Gm 1->Zs
#4	A6-1-4					# Gm BS3-9
#5	C2-6-5					# -31.5V
#8	C2-3-14N				# Linie L-2
#11	C1-5-6					# Gs BS2-9
#13	C2-6-13					# +10.5V
#14	C2-3-11N				# -1.5V linie 2
#15	C2-6-15					# STEL
#2N	A5-1-3N					# -4.5V
#3N	C2-6-3N					# -13.5V
#5N	C2-21-14N				# -7.5V
#9N	C2-20-8N				# +4.5V
#10N	KB9-NN					# BS-2
#11N	A5-1-9					# +1.5V
#12N	KB9-LL					# Select 7bit
#13N	KB9-FF					# Select 8bit
#14N	C2-8-14N				# By2
#15N	C2-8-15N				# ~By2
#end

kort	C2-20	0200-9	KE logik
1	C2-20-15N
2	C2-20-13
3	C2-23-3		C2-20-6N
4	C2-23-4
5	C1-21-14N
7	C2-22-12	C2-20-7N
8	C2-23-4N	C2-20-8N
9	STEL
11	C2-21-1		C2-7-4
13	C2-20-2		H22-AA
14	H22-Y
15	H22-Z
2N	C2-22-5
3N	B5-36-12
4N	B5-32-12
5N	C2-25-4
6N	C2-20-3
7N	C2-20-7		C2-21-14N
8N	C2-20-8		C2-19-9N
9N	STEL
10N	H22-EE
11N	H22-CC
12N	B5-31-12
14N	B5-29-9
15N	C2-20-1		H22-BB
end

kort	C2-21	0200-5	Ka og Kb fl-fl AC*
1	+1.5V		C2-20-11
7	C2-21-7N	C2-18-15N
9	C2-22-15	C2-4-9
10	C1-22-7
11	C1-22-3
12	C1-22-6N
13	C1-22-10N
14	KF-F17
2N	C1-21-3
3N	C2-21-12N	KB12-W
4N	C2-21-13N	KB12-V
5N	C2-21-10N	KB12-H
6N	C2-21-11N	KB12-F
7N	C2-22-7N	C2-21-7
8N	C2-22-6N	C2-18-13N
9N	STEL
10N	C2-21-5N	KB5-E
11N	C2-21-6N	KB5-F
12N	C2-21-3N	KB5-H
13N	C2-21-4N	KB5-J
14N	C2-20-7N	C2-19-5N
15N	KF-F18
end

kort	C2-22	0214-8	Standard forstærkere
1	-31.5V		C2-18-14N
2	A4-1-12		H22-E			# OR25
3	H22-D					# B1'
4	H22-H					# ~[(AC)=0]
5	C2-20-2N	H22-C			# ~[(TD)=0]
6	C1-21-7N				# B3'
7	C1-21-5					# B3'
8	C1-21-2N				# ~B3'
9	C1-21-6					# ~B3'
10	STEL
12	C2-23-3N	C2-20-7
14	-4.5V		C2-3-6
15	-1.5V		C2-21-9
4N	A2-22-15
5N	C2-22-12N				# Afkodn (TD)=0
6N	C2-23-1N	C2-21-8N
7N	C2-23-1		C2-21-7N
8N	C2-23-6		C2-22-9N
9N	C2-22-8N
10N	C2-23-13	C2-22-11N
11N	C2-22-10N
12N	C2-22-5N
13N	A4-2-13N
14N	C2-23-11
15N	B5-34-12	B6-26-8N
end

kort	C2-23	0222-2	Afkodning af IO
1	C2-24-6N	C2-22-7N
3	C2-20-3	
4	C2-20-4		B2-49-8N
6	C2-22-8N
10	B4-50-14N
11	C2-22-14N	KF-K18
13	C2-22-10N
1N	C2-22-6N			x
2N	STEL
3N	C2-22-12			x
4N	C2-20-8				x
8N	B5-43-6
9N	B5-43-5
10N	B5-42-6
11N	B5-42-5
end

kort	C2-24	0222-1	Afkodning af IA
3	C1-18-7N
4	C1-18-6
5	C1-19-7N
6	C1-19-6
10	C1-25-12N
11	C1-24-1
12	C1-24-12N
13	C1-23-1
1N					x
3N					x
4N					x
6N	C2-25-6N	C2-23-1
8N	C2-25-8N
9N	C2-25-9N
10N	C2-25-10N
11N	C2-25-11N
12N	B5-44-6
end

kort	C2-25	0222-1 Afkodning af IA
3	B2-49-13N
4	C2-20-5N
5	C1-20-7N
6	C1-20-6
10	C1-23-12N
11	C1-22-1
12	C1-22-12N
13	C1-25-1
1N	+10.5V				x
3N	-7.5V				x
4N	+4.5V				x
6N	-13.5V		C2-24-6N
8N	B5-46-6		C2-24-8N
9N	B5-46-5		C2-24-9N
10N	B5-45-6		C2-24-10N
11N	B5-45-5		C2-24-11N
12N	B5-44-5
end


tværtråd        C3
1 24-21 20-16
2 24-21 		5-1
3 24-21 20-16 		5-1
4 24-21		15-6
5       20-16	
7	20-16	15-6
8			5-1
9			5-1
11		15-6
12 24-21
13 24-21
14 24-21	15-10
15 24-21	14-10
2N 24-21
3N		15-6
6N			5-1
7N		15-6	5-1
8N 24-21 20-16
9N 24-21 20-16	15-6
10N 24-21 20-16 	8-6
11N 24-21 	15-6
13N 20-17 		5-1
14N 20-16 		5-1
15N 20-16 	15-6	5-1
end

kort C3-1	0246	Adder, tromle
2				x
3				x
5	C3-7-2N				# -1.5*1
7	C3-7-8N				# L-1
9	STEL			x
10	C3-2-5N
11	C3-7-2
12	C3-7-1N
13	C3-2-8N
14	C3-7-3
15	C3-7-1
1N	C3-6-1
2N	C3-6-3
3N	C3-6-1N
4N	C3-6-2
6N	STEL			x
7N				x
9N	C3-6-8N	C2-3-13N		# L-0
11N	C3-6-2N	C2-3-10N		# -1.5*0
13N				x
14N				x
15N	C1-3-5			x
end

kort C3-2	0246	Adder, tromle
2				x
3				x
5	C3-9-2N				# -1.5*3
7	C3-9-8N				# L-3
8				x
9				x
10	C3-3-5N
11	C3-9-2
12	C3-9-1N
13	C3-3-8N
14	C3-9-3
15	C3-9-1
1N	C3-8-1
2N	C3-8-3
3N	C3-8-1N
4N	C3-8-2
5N	C3-1-10
6N				x
7N				x
8N	C3-1-13
9N	C3-8-8N	C2-3-14N		# L-2
11N	C3-8-2N	C2-3-11N		# -1.5*2
13N				x
14N				x
15N				x
end

kort C3-3	0246	Adder, tromle
2				x
3				x
5	C3-11-2N			# -1.5*5
7	C3-11-8N			# L-5
8				x
9				x
10	C3-4-5N
11	C3-11-2
12	C3-11-1N
13	C3-4-8N
14	C3-11-3
15	C3-11-1
1N	C3-10-1
2N	C3-10-3
3N	C3-10-1N
4N	C3-10-2
5N	C3-2-10
6N				x
7N				x
8N	C3-2-13
9N	C3-10-8N			# L-4
11N	C3-10-2N			# -1.5*4
13N				x
14N				x
15N				x
end

kort C3-4	0246	Adder, tromle
2	C3-5-14N		x
3	C3-5-13N		x
5	C3-13-2N			# -1.5 * 7
7	C3-13-8N			# L-7
8				x
9				x
10	C3-5-5N
11	C3-13-2
12	C3-13-1N
13	C3-5-8N
14	C3-13-3
15	C3-13-1
1N	C3-12-1
2N	C3-12-3
3N	C3-12-1N
4N	C3-12-2
5N	C3-3-10
6N				x
7N	C3-5-8			x
8N	C3-3-13
9N	C3-12-8N			# L-6
11N	C3-12-2N			# -1.5*6
13N				x
14N				x
15N				x
end

kort C3-5	0246	Adder,tromle
2	C3-6-4			x
3	C3-6-7			x
5	C3-15-2N			# -1.5*9
7	C3-15-8N			# L-9
8	C3-4-7N			x
9	STEL			x
10	C6-22-14
11	C3-15-2
12	C3-15-1N
13	C6-22-6
14	C3-15-3
15	C3-15-1
1N	C3-14-1
2N	C3-14-3
3N	C3-14-1N
4N	C3-14-2
5N	C3-4-10
6N	STEL			x
7N	C3-21-12		x
8N	C3-4-13
9N	C3-14-8N			# L-8
11N	C3-14-2N			# -1.5*8
13N	C3-4-3			x
14N	C3-4-2			x
15N	C3-25-9			x
end

kort C3-6	0212-2	TkT-TOT-TBA
1	C3-1-1N
2	C3-1-4N
3	C3-1-2N
4	C3-5-2				x
5	A1-23-6N
7	C3-5-3				x
8	C3-7-1
11					x
1N	C3-1-3N
2N	C2-6-14		C3-1-11N		# -1.5*0
3N					x
7N					x
8N	C2-6-8		C3-1-9N			# L-0
9N	A6-2-6				x
10N					x
11N					x
15N					x
end

kort C3-7	0212-2	TkT-TOT-TBA
1	C3-1-15		C3-6-8
2	C3-1-11
3	C3-1-14
4					x
5	A1-23-7N
7					x
8	C3-8-1
11					x
1N	C3-1-12
2N	C2-6-2N		C3-1-5			# -1.5*1
3N					x
7N					x
8N	C2-6-1N		C3-1-7			# L-1
9N					x
11N					x
15N					x
end

kort	C3-8	0212-2	TkT-TOT-TBA
1	C3-2-1N		C3-7-8
2	C3-2-4N	
3	C3-2-2N
4					x
5	A1-23-8N
7					x
8	C3-9-1
11	STEL				x
1N	C3-2-3N
2N	C2-8-14		C3-2-11N		# -1.5*2
3N					x
7N					x
8N	C2-8-8		C3-2-9N			# L-2
9N					x
10N	C3-25-5N			x
11N					x
15N					x
end

kort	C3-9	0212-2	TkT-TOT-TBA
1	C3-2-15		C3-8-8
2	C3-2-11	
3	C3-2-14
4					x
5	A1-23-9N
7					x
8	C3-10-1
11	STEL				x
1N	C3-2-12
2N	C2-9-14		C3-2-5			# -1.5*3
3N					x
7N					x
8N	C2-9-8		C3-2-7			# L-3
9N					x
10N	KB9-F
11N	A5-2-6				x
15N					x
end

kort	C3-10	0212-2	TkT-TOT-TBA
1	C3-3-1N		C3-9-8
2	C3-3-4N
3	C3-3-2N
4					x
5	A1-23-10N
7					x
8	C3-11-1
10	C3-11-13
11					x
14					x
15					x
1N	C3-3-3N
2N	C2-10-14	C3-3-11N		# -1.5*4
3N					x
4N	C3-12-4N
7N					x
8N	C2-10-8		C3-3-9N			# L-4
9N					x
10N	KB9-L
11N					x
15N					x
end

kort	C3-11	0212-2	TkT-TOT-TBA
1	C3-3-15		C3-10-8
2	C3-3-11
3	C3-3-14
4					x
5	A1-23-11N
7					x
8	C3-12-1
10	C3-12-13
11					x
13	C3-10-10
14					x
15					x
1N	C3-3-12
2N	C2-11-14	C3-3-5			# -1.5*5
3N					x
7N					x
